DeviceId,Platform,Encryption,AuthenticationMethod,OSVersion,RootOrJailbreak,BitLocker,SecureBoot,TPM,DefenderAV,ComplianceStatusBefore,ComplianceStatusAfter
WIN-430,Windows11,,Password only,10.0.22631.0,,No,Disabled,TPM 2.0,Up-to-date,Compliant,Compliant
WIN-431,Windows11,,Biometric + PIN,10.0.22000.0,,Yes,Disabled,TPM 2.0,Outdated,Compliant,Compliant
WIN-432,Windows11,,Biometric + PIN,10.0.22621.0,,No,Disabled,Absent,Up-to-date,Compliant,Compliant
WIN-433,Windows11,,Biometric + PIN,10.0.22000.0,,No,Enabled,Absent,Up-to-date,Compliant,Compliant
WIN-434,Windows11,,PIN only,10.0.22631.0,,Yes,Disabled,Absent,Up-to-date,Compliant,Compliant
WIN-435,Windows11,,Password only,10.0.22000.0,,No,Enabled,TPM 2.0,Up-to-date,Compliant,Compliant
WIN-436,Windows11,,Biometric + PIN,10.0.22621.0,,No,Disabled,TPM 2.0,Outdated,Noncompliant,Compliant
WIN-437,Windows11,,Password only,10.0.22631.0,,No,Enabled,TPM 2.0,Up-to-date,Noncompliant,Compliant
WIN-438,Windows11,,Password only,10.0.22621.0,,Yes,Enabled,TPM 2.0,Up-to-date,Noncompliant,Compliant
WIN-439,Windows11,,Password only,10.0.22621.0,,No,Enabled,TPM 2.0,Up-to-date,Noncompliant,Compliant
WIN-440,Windows11,,Biometric + PIN,10.0.22631.0,,No,Disabled,TPM 2.0,Up-to-date,Compliant,Compliant
WIN-441,Windows11,,Password only,10.0.22631.0,,Yes,Enabled,TPM 2.0,Up-to-date,Noncompliant,Compliant
WIN-442,Windows11,,PIN only,10.0.22631.0,,Yes,Enabled,Absent,Outdated,Noncompliant,Compliant
WIN-443,Windows11,,Biometric + PIN,10.0.22631.0,,Yes,Disabled,TPM 2.0,Outdated,Compliant,Compliant
WIN-444,Windows11,,PIN only,10.0.22000.0,,No,Enabled,TPM 2.0,Up-to-date,Noncompliant,Compliant
WIN-445,Windows11,,Biometric + PIN,10.0.22621.0,,Yes,Enabled,TPM 2.0,Up-to-date,Noncompliant,Compliant
WIN-446,Windows11,,Biometric + PIN,10.0.22621.0,,No,Enabled,Absent,Up-to-date,Compliant,Compliant
WIN-447,Windows11,,Biometric + PIN,10.0.22000.0,,No,Enabled,Absent,Outdated,Compliant,Compliant
WIN-448,Windows11,,Password only,10.0.22631.0,,No,Enabled,TPM 2.0,Up-to-date,Compliant,Compliant
WIN-449,Windows11,,PIN only,10.0.22000.0,,Yes,Disabled,Absent,Outdated,Noncompliant,Compliant
WIN-450,Windows11,,Biometric + PIN,10.0.22631.0,,Yes,Disabled,Absent,Up-to-date,Compliant,Compliant
WIN-451,Windows11,,Password only,10.0.22621.0,,No,Disabled,Absent,Up-to-date,Noncompliant,Compliant
WIN-452,Windows11,,PIN only,10.0.22631.0,,Yes,Enabled,TPM 2.0,Outdated,Compliant,Compliant
WIN-453,Windows11,,Biometric + PIN,10.0.22631.0,,No,Enabled,TPM 2.0,Up-to-date,Compliant,Compliant
WIN-454,Windows11,,PIN only,10.0.22631.0,,Yes,Enabled,TPM 2.0,Outdated,Noncompliant,Compliant
WIN-455,Windows11,,Password only,10.0.22000.0,,Yes,Disabled,TPM 2.0,Outdated,Compliant,Compliant
WIN-456,Windows11,,Biometric + PIN,10.0.22631.0,,No,Disabled,TPM 2.0,Outdated,Noncompliant,Compliant
WIN-457,Windows11,,Password only,10.0.22631.0,,Yes,Enabled,TPM 2.0,Up-to-date,Noncompliant,Compliant
WIN-458,Windows11,,Password only,10.0.22000.0,,Yes,Enabled,Absent,Up-to-date,Compliant,Compliant
WIN-459,Windows11,,PIN only,10.0.22000.0,,No,Enabled,TPM 2.0,Outdated,Compliant,Compliant
WIN-460,Windows11,,Password only,10.0.22000.0,,No,Enabled,TPM 2.0,Up-to-date,Noncompliant,Compliant
WIN-461,Windows11,,Biometric + PIN,10.0.22621.0,,Yes,Enabled,Absent,Outdated,Noncompliant,Compliant
WIN-462,Windows11,,Password only,10.0.22000.0,,No,Disabled,Absent,Outdated,Compliant,Compliant
WIN-463,Windows11,,Password only,10.0.22631.0,,No,Disabled,TPM 2.0,Up-to-date,Compliant,Compliant
WIN-464,Windows11,,PIN only,10.0.22000.0,,No,Disabled,Absent,Up-to-date,Compliant,Compliant
WIN-465,Windows11,,PIN only,10.0.22000.0,,Yes,Disabled,TPM 2.0,Outdated,Compliant,Compliant
WIN-466,Windows11,,Biometric + PIN,10.0.22621.0,,Yes,Disabled,TPM 2.0,Outdated,Noncompliant,Compliant
WIN-467,Windows11,,PIN only,10.0.22621.0,,Yes,Enabled,Absent,Up-to-date,Compliant,Compliant
WIN-468,Windows11,,Biometric + PIN,10.0.22621.0,,No,Enabled,TPM 2.0,Up-to-date,Noncompliant,Compliant
WIN-469,Windows11,,Biometric + PIN,10.0.22621.0,,No,Disabled,Absent,Up-to-date,Compliant,Compliant
WIN-470,Windows11,,Password only,10.0.22621.0,,Yes,Disabled,Absent,Up-to-date,Noncompliant,Compliant
WIN-471,Windows11,,PIN only,10.0.22621.0,,No,Disabled,Absent,Up-to-date,Compliant,Compliant
WIN-472,Windows11,,Password only,10.0.22621.0,,Yes,Enabled,Absent,Outdated,Noncompliant,Compliant
WIN-473,Windows11,,PIN only,10.0.22000.0,,No,Enabled,Absent,Up-to-date,Compliant,Compliant
WIN-474,Windows11,,PIN only,10.0.22621.0,,Yes,Enabled,TPM 2.0,Up-to-date,Noncompliant,Compliant
WIN-475,Windows11,,PIN only,10.0.22000.0,,No,Disabled,TPM 2.0,Outdated,Compliant,Compliant
WIN-476,Windows11,,Password only,10.0.22631.0,,Yes,Enabled,Absent,Up-to-date,Noncompliant,Compliant
WIN-477,Windows11,,Biometric + PIN,10.0.22621.0,,No,Enabled,Absent,Outdated,Compliant,Compliant
WIN-478,Windows11,,Password only,10.0.22631.0,,No,Enabled,TPM 2.0,Outdated,Compliant,Compliant
WIN-479,Windows11,,Password only,10.0.22621.0,,Yes,Disabled,TPM 2.0,Up-to-date,Noncompliant,Compliant
WIN-480,Windows11,,Biometric + PIN,10.0.22631.0,,Yes,Enabled,Absent,Outdated,Compliant,Compliant
WIN-481,Windows11,,PIN only,10.0.22621.0,,Yes,Enabled,Absent,Outdated,Noncompliant,Compliant
WIN-482,Windows11,,Password only,10.0.22621.0,,No,Enabled,Absent,Outdated,Noncompliant,Compliant
WIN-483,Windows11,,PIN only,10.0.22631.0,,No,Enabled,Absent,Up-to-date,Compliant,Compliant
WIN-484,Windows11,,Biometric + PIN,10.0.22631.0,,Yes,Enabled,Absent,Up-to-date,Noncompliant,Compliant
WIN-485,Windows11,,Biometric + PIN,10.0.22000.0,,Yes,Enabled,Absent,Up-to-date,Noncompliant,Compliant
WIN-486,Windows11,,Password only,10.0.22621.0,,Yes,Enabled,Absent,Up-to-date,Noncompliant,Compliant
WIN-487,Windows11,,PIN only,10.0.22621.0,,Yes,Disabled,TPM 2.0,Up-to-date,Compliant,Compliant
WIN-488,Windows11,,PIN only,10.0.22000.0,,Yes,Disabled,TPM 2.0,Up-to-date,Noncompliant,Compliant
WIN-489,Windows11,,PIN only,10.0.22631.0,,No,Disabled,TPM 2.0,Up-to-date,Noncompliant,Compliant
WIN-490,Windows11,,Biometric + PIN,10.0.22621.0,,No,Disabled,Absent,Up-to-date,Noncompliant,Compliant
WIN-491,Windows11,,Biometric + PIN,10.0.22621.0,,Yes,Disabled,Absent,Outdated,Noncompliant,Compliant
WIN-492,Windows11,,PIN only,10.0.22621.0,,Yes,Enabled,TPM 2.0,Outdated,Noncompliant,Compliant
WIN-493,Windows11,,Biometric + PIN,10.0.22631.0,,Yes,Disabled,TPM 2.0,Outdated,Compliant,Compliant
WIN-494,Windows11,,Biometric + PIN,10.0.22621.0,,Yes,Disabled,Absent,Up-to-date,Noncompliant,Compliant
WIN-495,Windows11,,Password only,10.0.22631.0,,No,Disabled,Absent,Outdated,Compliant,Compliant
WIN-496,Windows11,,Password only,10.0.22631.0,,Yes,Disabled,Absent,Outdated,Noncompliant,Compliant
WIN-497,Windows11,,PIN only,10.0.22621.0,,No,Disabled,Absent,Outdated,Noncompliant,Compliant
WIN-498,Windows11,,Password only,10.0.22631.0,,No,Disabled,TPM 2.0,Outdated,Compliant,Compliant
WIN-499,Windows11,,Password only,10.0.22621.0,,Yes,Enabled,TPM 2.0,Up-to-date,Compliant,Compliant
WIN-500,Windows11,,Biometric + PIN,10.0.22631.0,,Yes,Disabled,TPM 2.0,Up-to-date,Noncompliant,Compliant
WIN-501,Windows11,,PIN only,10.0.22631.0,,Yes,Disabled,TPM 2.0,Up-to-date,Compliant,Compliant
WIN-502,Windows11,,Biometric + PIN,10.0.22000.0,,No,Disabled,Absent,Outdated,Noncompliant,Compliant
WIN-503,Windows11,,Password only,10.0.22000.0,,Yes,Disabled,TPM 2.0,Up-to-date,Compliant,Compliant
WIN-504,Windows11,,PIN only,10.0.22621.0,,Yes,Enabled,Absent,Outdated,Compliant,Compliant
WIN-505,Windows11,,PIN only,10.0.22631.0,,No,Disabled,TPM 2.0,Outdated,Noncompliant,Compliant
WIN-506,Windows11,,Password only,10.0.22631.0,,No,Disabled,TPM 2.0,Outdated,Compliant,Compliant
WIN-507,Windows11,,Password only,10.0.22000.0,,Yes,Disabled,Absent,Up-to-date,Compliant,Compliant
WIN-508,Windows11,,Password only,10.0.22621.0,,Yes,Enabled,TPM 2.0,Up-to-date,Compliant,Compliant
WIN-509,Windows11,,PIN only,10.0.22631.0,,Yes,Enabled,TPM 2.0,Up-to-date,Compliant,Compliant
WIN-510,Windows11,,PIN only,10.0.22631.0,,Yes,Disabled,TPM 2.0,Up-to-date,Noncompliant,Compliant
WIN-511,Windows11,,Biometric + PIN,10.0.22621.0,,No,Enabled,TPM 2.0,Up-to-date,Compliant,Compliant
WIN-512,Windows11,,Biometric + PIN,10.0.22000.0,,Yes,Disabled,Absent,Up-to-date,Noncompliant,Compliant
WIN-513,Windows11,,PIN only,10.0.22621.0,,No,Disabled,Absent,Outdated,Compliant,Compliant
WIN-514,Windows11,,PIN only,10.0.22631.0,,Yes,Enabled,TPM 2.0,Outdated,Noncompliant,Compliant
WIN-515,Windows11,,Biometric + PIN,10.0.22631.0,,Yes,Enabled,Absent,Outdated,Noncompliant,Compliant
WIN-516,Windows11,,Password only,10.0.22631.0,,Yes,Disabled,TPM 2.0,Outdated,Compliant,Compliant
WIN-517,Windows11,,Biometric + PIN,10.0.22000.0,,No,Disabled,Absent,Up-to-date,Compliant,Compliant
WIN-518,Windows11,,Biometric + PIN,10.0.22621.0,,No,Enabled,TPM 2.0,Up-to-date,Compliant,Compliant
WIN-519,Windows11,,Biometric + PIN,10.0.22631.0,,No,Enabled,TPM 2.0,Outdated,Noncompliant,Compliant
WIN-520,Windows11,,PIN only,10.0.22000.0,,Yes,Enabled,TPM 2.0,Outdated,Compliant,Compliant
WIN-521,Windows11,,Password only,10.0.22631.0,,No,Enabled,Absent,Outdated,Compliant,Compliant
WIN-522,Windows11,,PIN only,10.0.22631.0,,Yes,Disabled,TPM 2.0,Outdated,Compliant,Compliant
WIN-523,Windows11,,PIN only,10.0.22621.0,,No,Disabled,Absent,Outdated,Noncompliant,Compliant
WIN-524,Windows11,,PIN only,10.0.22000.0,,No,Disabled,TPM 2.0,Up-to-date,Noncompliant,Compliant
WIN-525,Windows11,,Biometric + PIN,10.0.22000.0,,Yes,Enabled,Absent,Up-to-date,Noncompliant,Compliant
WIN-526,Windows11,,PIN only,10.0.22631.0,,No,Enabled,Absent,Up-to-date,Noncompliant,Compliant
WIN-527,Windows11,,PIN only,10.0.22621.0,,Yes,Disabled,Absent,Up-to-date,Compliant,Compliant
WIN-528,Windows11,,Password only,10.0.22000.0,,Yes,Enabled,TPM 2.0,Up-to-date,Compliant,Compliant
WIN-529,Windows11,,PIN only,10.0.22000.0,,No,Enabled,Absent,Up-to-date,Compliant,Compliant
WIN-530,Windows11,,PIN only,10.0.22621.0,,No,Enabled,Absent,Up-to-date,Compliant,Compliant
WIN-531,Windows11,,Password only,10.0.22621.0,,No,Enabled,Absent,Up-to-date,Noncompliant,Compliant
WIN-532,Windows11,,PIN only,10.0.22000.0,,No,Enabled,TPM 2.0,Up-to-date,Noncompliant,Compliant
WIN-533,Windows11,,Biometric + PIN,10.0.22631.0,,Yes,Enabled,TPM 2.0,Up-to-date,Compliant,Compliant
WIN-534,Windows11,,Biometric + PIN,10.0.22631.0,,Yes,Disabled,Absent,Outdated,Compliant,Compliant
WIN-535,Windows11,,PIN only,10.0.22621.0,,No,Enabled,TPM 2.0,Outdated,Compliant,Compliant
WIN-536,Windows11,,Biometric + PIN,10.0.22000.0,,Yes,Enabled,TPM 2.0,Up-to-date,Compliant,Compliant
WIN-537,Windows11,,Password only,10.0.22631.0,,No,Disabled,Absent,Up-to-date,Compliant,Compliant
WIN-538,Windows11,,PIN only,10.0.22621.0,,Yes,Enabled,Absent,Up-to-date,Noncompliant,Compliant
WIN-539,Windows11,,PIN only,10.0.22621.0,,No,Disabled,TPM 2.0,Outdated,Noncompliant,Compliant
WIN-540,Windows11,,Password only,10.0.22000.0,,No,Enabled,Absent,Up-to-date,Compliant,Compliant
WIN-541,Windows11,,Biometric + PIN,10.0.22631.0,,No,Disabled,Absent,Outdated,Noncompliant,Compliant
WIN-542,Windows11,,Biometric + PIN,10.0.22000.0,,Yes,Enabled,Absent,Up-to-date,Compliant,Compliant
WIN-543,Windows11,,PIN only,10.0.22000.0,,Yes,Disabled,TPM 2.0,Up-to-date,Compliant,Compliant
WIN-544,Windows11,,Biometric + PIN,10.0.22631.0,,Yes,Disabled,TPM 2.0,Outdated,Noncompliant,Compliant
WIN-545,Windows11,,Password only,10.0.22621.0,,No,Enabled,TPM 2.0,Outdated,Noncompliant,Compliant
WIN-546,Windows11,,Biometric + PIN,10.0.22631.0,,Yes,Disabled,TPM 2.0,Outdated,Noncompliant,Compliant
WIN-547,Windows11,,Biometric + PIN,10.0.22621.0,,No,Disabled,TPM 2.0,Outdated,Compliant,Compliant
WIN-548,Windows11,,Biometric + PIN,10.0.22631.0,,Yes,Disabled,Absent,Up-to-date,Noncompliant,Compliant
WIN-549,Windows11,,Biometric + PIN,10.0.22631.0,,Yes,Enabled,TPM 2.0,Outdated,Compliant,Compliant
WIN-550,Windows11,,Password only,10.0.22621.0,,No,Disabled,TPM 2.0,Up-to-date,Compliant,Compliant
WIN-551,Windows11,,Biometric + PIN,10.0.22621.0,,No,Enabled,TPM 2.0,Outdated,Compliant,Compliant
WIN-552,Windows11,,Biometric + PIN,10.0.22621.0,,No,Enabled,Absent,Outdated,Compliant,Compliant
WIN-553,Windows11,,Biometric + PIN,10.0.22621.0,,No,Enabled,TPM 2.0,Outdated,Noncompliant,Compliant
WIN-554,Windows11,,PIN only,10.0.22621.0,,No,Enabled,Absent,Outdated,Compliant,Compliant
WIN-555,Windows11,,Biometric + PIN,10.0.22000.0,,Yes,Enabled,TPM 2.0,Outdated,Noncompliant,Compliant
WIN-556,Windows11,,Password only,10.0.22000.0,,Yes,Enabled,Absent,Outdated,Compliant,Compliant
WIN-557,Windows11,,Biometric + PIN,10.0.22631.0,,No,Disabled,Absent,Outdated,Noncompliant,Compliant
WIN-558,Windows11,,Password only,10.0.22631.0,,No,Enabled,Absent,Outdated,Compliant,Compliant
WIN-559,Windows11,,Password only,10.0.22000.0,,No,Disabled,Absent,Outdated,Compliant,Compliant
WIN-560,Windows11,,PIN only,10.0.22621.0,,No,Disabled,TPM 2.0,Outdated,Compliant,Compliant
WIN-561,Windows11,,Biometric + PIN,10.0.22631.0,,Yes,Enabled,TPM 2.0,Up-to-date,Compliant,Compliant
WIN-562,Windows11,,Biometric + PIN,10.0.22000.0,,No,Enabled,TPM 2.0,Outdated,Compliant,Compliant
WIN-563,Windows11,,Biometric + PIN,10.0.22631.0,,No,Disabled,TPM 2.0,Outdated,Compliant,Compliant
WIN-564,Windows11,,Biometric + PIN,10.0.22621.0,,No,Enabled,Absent,Up-to-date,Compliant,Compliant
WIN-565,Windows11,,Password only,10.0.22621.0,,Yes,Enabled,TPM 2.0,Up-to-date,Compliant,Compliant
WIN-566,Windows11,,Password only,10.0.22631.0,,Yes,Disabled,TPM 2.0,Up-to-date,Compliant,Compliant
WIN-567,Windows11,,Password only,10.0.22000.0,,No,Disabled,TPM 2.0,Up-to-date,Noncompliant,Compliant
WIN-568,Windows11,,Biometric + PIN,10.0.22621.0,,No,Enabled,Absent,Up-to-date,Compliant,Compliant
WIN-569,Windows11,,Password only,10.0.22621.0,,No,Disabled,Absent,Up-to-date,Compliant,Compliant
WIN-570,Windows11,,PIN only,10.0.22621.0,,Yes,Disabled,Absent,Outdated,Compliant,Compliant
WIN-571,Windows11,,PIN only,10.0.22631.0,,Yes,Enabled,TPM 2.0,Up-to-date,Compliant,Compliant
WIN-572,Windows11,,Password only,10.0.22631.0,,Yes,Disabled,TPM 2.0,Up-to-date,Noncompliant,Compliant
WIN-573,Windows11,,Password only,10.0.22631.0,,Yes,Disabled,TPM 2.0,Up-to-date,Compliant,Compliant
WIN-574,Windows11,,Biometric + PIN,10.0.22621.0,,Yes,Enabled,Absent,Outdated,Noncompliant,Compliant
WIN-575,Windows11,,Password only,10.0.22631.0,,No,Disabled,TPM 2.0,Outdated,Noncompliant,Compliant
WIN-576,Windows11,,PIN only,10.0.22000.0,,No,Enabled,TPM 2.0,Outdated,Compliant,Compliant
WIN-577,Windows11,,Password only,10.0.22000.0,,Yes,Disabled,Absent,Outdated,Compliant,Compliant
WIN-578,Windows11,,PIN only,10.0.22000.0,,Yes,Disabled,Absent,Up-to-date,Compliant,Compliant
WIN-579,Windows11,,Biometric + PIN,10.0.22631.0,,No,Disabled,Absent,Outdated,Compliant,Compliant
WIN-580,Windows11,,PIN only,10.0.22621.0,,Yes,Enabled,Absent,Up-to-date,Noncompliant,Compliant
WIN-581,Windows11,,PIN only,10.0.22000.0,,Yes,Disabled,Absent,Outdated,Compliant,Compliant
WIN-582,Windows11,,PIN only,10.0.22631.0,,Yes,Disabled,TPM 2.0,Up-to-date,Compliant,Compliant
WIN-583,Windows11,,Password only,10.0.22000.0,,Yes,Disabled,Absent,Up-to-date,Noncompliant,Compliant
WIN-584,Windows11,,PIN only,10.0.22621.0,,Yes,Disabled,TPM 2.0,Up-to-date,Noncompliant,Compliant
WIN-585,Windows11,,PIN only,10.0.22631.0,,Yes,Disabled,Absent,Outdated,Noncompliant,Compliant
WIN-586,Windows11,,PIN only,10.0.22631.0,,No,Disabled,Absent,Outdated,Noncompliant,Compliant
WIN-587,Windows11,,PIN only,10.0.22621.0,,No,Disabled,TPM 2.0,Outdated,Noncompliant,Compliant
WIN-588,Windows11,,Biometric + PIN,10.0.22000.0,,Yes,Disabled,TPM 2.0,Outdated,Compliant,Compliant
WIN-589,Windows11,,Biometric + PIN,10.0.22621.0,,No,Disabled,TPM 2.0,Outdated,Noncompliant,Compliant
WIN-590,Windows11,,PIN only,10.0.22631.0,,No,Enabled,Absent,Up-to-date,Compliant,Compliant
WIN-591,Windows11,,PIN only,10.0.22000.0,,No,Enabled,TPM 2.0,Outdated,Compliant,Compliant
WIN-592,Windows11,,PIN only,10.0.22621.0,,Yes,Disabled,Absent,Outdated,Compliant,Compliant
WIN-593,Windows11,,Password only,10.0.22621.0,,No,Enabled,Absent,Outdated,Compliant,Compliant
WIN-594,Windows11,,PIN only,10.0.22621.0,,Yes,Disabled,TPM 2.0,Outdated,Compliant,Compliant
WIN-595,Windows11,,PIN only,10.0.22000.0,,No,Disabled,TPM 2.0,Up-to-date,Noncompliant,Compliant
WIN-596,Windows11,,Password only,10.0.22621.0,,Yes,Enabled,TPM 2.0,Up-to-date,Noncompliant,Compliant
WIN-597,Windows11,,Password only,10.0.22621.0,,Yes,Enabled,TPM 2.0,Up-to-date,Noncompliant,Compliant
WIN-598,Windows11,,PIN only,10.0.22631.0,,Yes,Enabled,TPM 2.0,Up-to-date,Compliant,Compliant
WIN-599,Windows11,,Password only,10.0.22000.0,,Yes,Disabled,TPM 2.0,Up-to-date,Compliant,Compliant
WIN-600,Windows11,,Password only,10.0.22631.0,,No,Disabled,TPM 2.0,Outdated,Noncompliant,Compliant
WIN-601,Windows11,,Password only,10.0.22000.0,,No,Enabled,TPM 2.0,Outdated,Noncompliant,Compliant
WIN-602,Windows11,,Password only,10.0.22000.0,,Yes,Enabled,Absent,Outdated,Compliant,Compliant
WIN-603,Windows11,,Biometric + PIN,10.0.22631.0,,No,Disabled,TPM 2.0,Outdated,Noncompliant,Compliant
WIN-604,Windows11,,Biometric + PIN,10.0.22631.0,,Yes,Disabled,TPM 2.0,Outdated,Compliant,Compliant
WIN-605,Windows11,,Password only,10.0.22631.0,,Yes,Enabled,Absent,Outdated,Noncompliant,Compliant
WIN-606,Windows11,,PIN only,10.0.22621.0,,No,Enabled,Absent,Up-to-date,Compliant,Compliant
WIN-607,Windows11,,PIN only,10.0.22000.0,,Yes,Enabled,Absent,Up-to-date,Noncompliant,Compliant
WIN-608,Windows11,,Password only,10.0.22631.0,,Yes,Disabled,TPM 2.0,Up-to-date,Noncompliant,Compliant
WIN-609,Windows11,,Biometric + PIN,10.0.22621.0,,Yes,Enabled,TPM 2.0,Outdated,Compliant,Compliant
WIN-610,Windows11,,PIN only,10.0.22621.0,,No,Enabled,TPM 2.0,Up-to-date,Compliant,Compliant
WIN-611,Windows11,,Password only,10.0.22000.0,,No,Disabled,TPM 2.0,Outdated,Compliant,Compliant
WIN-612,Windows11,,Password only,10.0.22000.0,,No,Enabled,Absent,Outdated,Compliant,Compliant
WIN-613,Windows11,,Password only,10.0.22000.0,,No,Enabled,TPM 2.0,Up-to-date,Compliant,Compliant
WIN-614,Windows11,,Biometric + PIN,10.0.22631.0,,Yes,Enabled,Absent,Up-to-date,Noncompliant,Compliant
WIN-615,Windows11,,Password only,10.0.22621.0,,Yes,Enabled,Absent,Outdated,Compliant,Compliant
WIN-616,Windows11,,PIN only,10.0.22621.0,,No,Disabled,Absent,Outdated,Compliant,Compliant
WIN-617,Windows11,,Password only,10.0.22621.0,,No,Disabled,TPM 2.0,Up-to-date,Noncompliant,Compliant
WIN-618,Windows11,,Biometric + PIN,10.0.22621.0,,No,Enabled,Absent,Outdated,Compliant,Compliant
WIN-619,Windows11,,Password only,10.0.22631.0,,Yes,Enabled,TPM 2.0,Up-to-date,Noncompliant,Compliant
WIN-620,Windows11,,Password only,10.0.22631.0,,No,Disabled,TPM 2.0,Outdated,Compliant,Compliant
WIN-621,Windows11,,PIN only,10.0.22000.0,,Yes,Disabled,Absent,Up-to-date,Compliant,Compliant
WIN-622,Windows11,,Password only,10.0.22631.0,,Yes,Disabled,TPM 2.0,Up-to-date,Compliant,Compliant
WIN-623,Windows11,,Password only,10.0.22631.0,,No,Disabled,TPM 2.0,Outdated,Compliant,Compliant
WIN-624,Windows11,,Password only,10.0.22000.0,,Yes,Enabled,Absent,Outdated,Compliant,Compliant
WIN-625,Windows11,,Biometric + PIN,10.0.22000.0,,No,Disabled,TPM 2.0,Outdated,Compliant,Compliant
WIN-626,Windows11,,Password only,10.0.22631.0,,No,Disabled,TPM 2.0,Outdated,Noncompliant,Compliant
WIN-627,Windows11,,PIN only,10.0.22621.0,,Yes,Disabled,TPM 2.0,Outdated,Compliant,Compliant
WIN-628,Windows11,,PIN only,10.0.22631.0,,No,Disabled,Absent,Up-to-date,Compliant,Compliant
WIN-629,Windows11,,Password only,10.0.22000.0,,Yes,Enabled,TPM 2.0,Outdated,Compliant,Compliant
WIN-630,Windows11,,Password only,10.0.22621.0,,No,Enabled,Absent,Outdated,Noncompliant,Compliant
WIN-631,Windows11,,Biometric + PIN,10.0.22000.0,,No,Disabled,TPM 2.0,Outdated,Compliant,Compliant
WIN-632,Windows11,,Biometric + PIN,10.0.22000.0,,No,Disabled,Absent,Up-to-date,Noncompliant,Compliant
WIN-633,Windows11,,Password only,10.0.22621.0,,No,Enabled,TPM 2.0,Up-to-date,Noncompliant,Compliant
WIN-634,Windows11,,Biometric + PIN,10.0.22000.0,,Yes,Enabled,Absent,Up-to-date,Noncompliant,Compliant
WIN-635,Windows11,,Biometric + PIN,10.0.22631.0,,No,Disabled,Absent,Outdated,Compliant,Compliant
WIN-636,Windows11,,Biometric + PIN,10.0.22631.0,,No,Disabled,Absent,Up-to-date,Noncompliant,Compliant
WIN-637,Windows11,,Biometric + PIN,10.0.22621.0,,No,Disabled,TPM 2.0,Up-to-date,Compliant,Compliant
WIN-638,Windows11,,PIN only,10.0.22000.0,,No,Disabled,Absent,Outdated,Compliant,Compliant
WIN-639,Windows11,,Biometric + PIN,10.0.22000.0,,No,Disabled,Absent,Up-to-date,Compliant,Compliant
WIN-640,Windows11,,Biometric + PIN,10.0.22631.0,,Yes,Disabled,TPM 2.0,Outdated,Compliant,Compliant
WIN-641,Windows11,,Biometric + PIN,10.0.22000.0,,No,Enabled,Absent,Outdated,Noncompliant,Compliant
WIN-642,Windows11,,Biometric + PIN,10.0.22621.0,,Yes,Enabled,Absent,Outdated,Noncompliant,Compliant
WIN-643,Windows11,,Biometric + PIN,10.0.22621.0,,No,Enabled,Absent,Outdated,Noncompliant,Compliant
WIN-644,Windows11,,Biometric + PIN,10.0.22621.0,,No,Enabled,Absent,Outdated,Compliant,Compliant
WIN-645,Windows11,,Biometric + PIN,10.0.22000.0,,Yes,Enabled,TPM 2.0,Up-to-date,Noncompliant,Compliant
WIN-646,Windows11,,Biometric + PIN,10.0.22621.0,,Yes,Disabled,Absent,Outdated,Compliant,Compliant
WIN-647,Windows11,,Password only,10.0.22000.0,,Yes,Enabled,Absent,Up-to-date,Compliant,Compliant
WIN-648,Windows11,,Password only,10.0.22621.0,,No,Enabled,TPM 2.0,Outdated,Compliant,Compliant
WIN-649,Windows11,,Biometric + PIN,10.0.22621.0,,No,Enabled,TPM 2.0,Up-to-date,Noncompliant,Compliant
WIN-650,Windows11,,Biometric + PIN,10.0.22000.0,,No,Disabled,TPM 2.0,Up-to-date,Noncompliant,Compliant
WIN-651,Windows11,,PIN only,10.0.22621.0,,Yes,Enabled,Absent,Outdated,Noncompliant,Compliant
WIN-652,Windows11,,Biometric + PIN,10.0.22000.0,,Yes,Enabled,TPM 2.0,Outdated,Noncompliant,Compliant
WIN-653,Windows11,,PIN only,10.0.22000.0,,Yes,Disabled,TPM 2.0,Up-to-date,Compliant,Compliant
WIN-654,Windows11,,PIN only,10.0.22631.0,,Yes,Enabled,Absent,Outdated,Noncompliant,Compliant
WIN-655,Windows11,,Password only,10.0.22621.0,,Yes,Disabled,Absent,Up-to-date,Noncompliant,Compliant
WIN-656,Windows11,,Password only,10.0.22000.0,,No,Disabled,TPM 2.0,Outdated,Noncompliant,Compliant
WIN-657,Windows11,,Password only,10.0.22631.0,,No,Enabled,Absent,Outdated,Compliant,Compliant
WIN-658,Windows11,,Password only,10.0.22621.0,,No,Enabled,Absent,Outdated,Compliant,Compliant
